"time","save.time","save.save.expend_d","save.save.expend_nd","save.save.price_d","save.save.price_nd","save.save.credit"
2002.08333333333,2002.08333333333,0.625619975845382,0.0682665511813951,-0.508140598069229,1.42714741147429,-0.662985853866926
2002.33333333333,2002.33333333333,2.95455167765795,0.167374479774551,-0.496534234199064,0.278856997454202,-1.2644274074197
2002.58333333333,2002.58333333333,-0.916461361800813,1.19087606845447,-0.65461895953014,0.35167599339605,-1.88898703328912
2002.83333333333,2002.83333333333,0.092242241410645,0.805080708207484,-1.27269696066694,1.65758491045427,-6.70333672675434
2003.08333333333,2003.08333333333,4.44179715297999,0.797702498903519,-1.08323667536636,-1.55567505959455,-1.1484949866897
2003.33333333333,2003.33333333333,4.32972264141576,1.82990572254873,-1.01570086576519,1.37525216047845,2.84687790507769
2003.58333333333,2003.58333333333,1.43449445914392,0.572155525972917,-0.927119614157323,0.428923781373314,-0.966969661795902
2003.83333333333,2003.83333333333,1.7310856448649,0.764103291756513,-0.106079129254955,1.34708004436872,2.55809312590616
2004.08333333333,2004.08333333333,0.260985882701803,0.40146895121147,-0.0975348921847363,0.938833921529358,0.157728739324847
2004.33333333333,2004.33333333333,2.5476612940345,0.713579545242382,-0.774205570340403,0.570174818126734,2.56723550541271
2004.58333333333,2004.58333333333,1.87312406815892,1.01391415494554,0.134731389806397,1.75054637009397,-3.99583123016036
2004.83333333333,2004.83333333333,0.475743237854331,0.936502928658811,-0.212482637346501,-0.167019705996907,-2.42730363562065
2005.08333333333,2005.08333333333,2.62693282593141,0.786875974774404,-0.13978684785414,0.65678509142737,4.48433819218348
2005.33333333333,2005.33333333333,1.93676680379937,0.371898546204008,-0.723493458157254,3.03529443179196,-2.29713071031665
2005.58333333333,2005.58333333333,-3.038641556169,1.39105469610818,-0.232435223188343,0.292587037659331,0.798088833101307
2005.83333333333,2005.83333333333,3.89375163243315,1.01964220880824,-0.421361361285744,0.110517173400826,5.56557839554137
2006.08333333333,2006.08333333333,0.0417118028774865,0.202923749509765,-0.465233576656487,1.45436962201728,-1.05821093305369
2006.33333333333,2006.33333333333,1.42171635085688,0.57129566475389,-0.445449491705752,1.15072135189545,-0.762780204888625
2006.58333333333,2006.58333333333,1.4005693844652,1.38076648160315,-0.637129291084104,-2.33570864829025,1.89615085587351
2006.83333333333,2006.83333333333,-9.63457219212351,-2.45297916375726,-0.518565264622239,1.37960224929365,0.748506488656675
2007.08333333333,2007.08333333333,1.04390156226231,-0.211721729662528,-0.479929674037827,1.93457234476488,0.372162692299494
2007.33333333333,2007.33333333333,1.21613116434993,0.314419926283449,-0.696768664120118,0.698658628186344,0.96119039464706
2007.58333333333,2007.58333333333,0.745135984834633,-0.081755951560325,-0.432106646750086,2.09225105786253,-6.38029565586171
2007.83333333333,2007.83333333333,-3.28610271983365,-0.778047242457447,-0.298055327357982,1.68103909906963,-2.22055119124902
2008.08333333333,2008.08333333333,-0.714710471950752,0.15426834458232,-0.662073008452246,2.1689233564623,-4.84694457574464
2008.33333333333,2008.33333333333,-3.43128912425392,-1.46969232876231,-0.322102311277295,2.60368511553661,0.503779402995708
2008.58333333333,2008.58333333333,-7.64543558599087,-0.958853226190826,-0.709569376847075,-6.37949433219047,0.750942202213167
2008.83333333333,2008.83333333333,0.175273473744753,-0.0370892716759386,-0.524141135905154,-2.36935042957791,7.52354683417651
2009.08333333333,2009.08333333333,-0.72820834618561,-0.601356240112239,-0.249782321514047,1.73948219372591,2.66276667838903
2009.33333333333,2009.33333333333,4.74236192847073,0.31748151405111,-0.760906056579724,2.15626860323237,2.88588284619804
2009.58333333333,2009.58333333333,-2.38682035703661,0.319186058910148,0.346662748993865,1.01897831176219,-0.805570083221685
2009.83333333333,2009.83333333333,1.21565718023753,0.530747793204966,-0.539098858065667,0.461204080928557,4.73886222441435
2010.08333333333,2010.08333333333,3.10308551103304,0.547086001399322,-0.893333870749657,-0.446327556057291,-2.98954647966263
2010.33333333333,2010.33333333333,1.55975120576741,0.372817904044709,-0.746914774483898,0.308719167753946,-1.82287220264712
2010.58333333333,2010.58333333333,2.76089966383459,0.741988715747155,-0.318029897814487,1.77326550326873,-1.10988930680489
2010.83333333333,2010.83333333333,0.871036021350591,0.332251630868896,0.00442401532554371,2.25239613790862,0
2011.08333333333,2011.08333333333,-0.709151847291878,-0.212057169597202,0.246550409220436,2.30921838783642,-4.17835181439075
2011.33333333333,2011.33333333333,0.883945673538022,-0.341590982745288,-0.161647246784025,0.566101912853068,-4.84798942320999
2011.58333333333,2011.58333333333,2.36817763523938,-0.0236611917710405,-0.40215837567521,0.505880821475646,0.649352931054858
